Shipment_ID,Order_Date,Region,City,Delivery_Partner,Shipping_Mode,Delivery_Time_Days,Order_Value,Delivery_Status,Customer_Rating
964825,02-07-2023,West,Delhi,nan,Standard,3,90207.04,Delivered,4
964826,05-02-2022,East,Kolkata,BlueDart,Express,6,56942.73,Delayed,4
964827,07-07-2022,nan,Hyderabad,Ecom Express,Express,9,94428.46,Delivered,3
964828,05-07-2022,East,Chennai,XpressBees,Standard,14,138113.6,Delivered,3
964829,12-07-2021,East,Kolkata,Delhivery,Standard,4,195047.66,Delivered,3
964830,21-07-2023,nan,nan,Delhivery,Same-Day,11,74371.76,Delivered,
964831,17-10-2022,East,Pune,XpressBees,Express,,25597.73,Delayed,5
964832,23-09-2022,North,nan,XpressBees,Standard,,34301.89,Delivered,4
964833,19-02-2024,East,Hyderabad,Ecom Express,Standard,6,14276.07,Cancelled,4
964834,16-02-2023,Central,Hyderabad,Amazon Logistics,Express,,97288.51,nan,5
964835,19-07-2021,Central,Ahmedabad,BlueDart,Standard,1,45977.2,Delivered,5
964836,29-12-2021,South,Hyderabad,Amazon Logistics,Standard,6,33917.81,Delivered,
964837,29-12-2021,Central,Chennai,XpressBees,Same-Day,3,180138.18,Delivered,3
964838,19-05-2023,nan,Ahmedabad,Delhivery,Same-Day,1,109191.42,Delivered,3
964839,31-03-2023,North,Delhi,Amazon Logistics,Standard,13,9689.13,Delayed,3
964840,30-07-2023,North,Delhi,Amazon Logistics,Standard,7,85313.28,Delivered,4
964841,12-07-2023,South,nan,Delhivery,Express,3,173676.71,Delayed,1
964842,10-10-2021,Central,Pune,Ecom Express,Standard,1,92756.21,Delivered,5
964843,03-06-2021,East,Ahmedabad,BlueDart,Standard,12,100585.21,Delivered,
964844,17-12-2022,North,Pune,BlueDart,Express,4,84619.81,Delivered,
964845,07-07-2022,nan,nan,XpressBees,Standard,7,5795.6,Delivered,4
964846,23-11-2021,West,nan,nan,Standard,11,22707.39,Delivered,5
964847,16-01-2024,Central,Bengaluru,Ecom Express,Express,7,53327.89,Delivered,4
964848,16-11-2023,nan,Kolkata,nan,Standard,12,191897.08,Delivered,4
964849,20-11-2022,nan,Chennai,Amazon Logistics,Standard,12,26463.15,Delivered,2
964850,21-04-2023,nan,Hyderabad,nan,Standard,11,195043.66,Cancelled,5
964851,24-06-2023,North,Ahmedabad,BlueDart,Express,14,28346.73,Delivered,4
964852,27-05-2023,nan,Hyderabad,Delhivery,Express,7,110807.58,Delivered,4
964853,25-05-2022,West,Pune,XpressBees,Standard,7,45743.88,Delivered,2
964854,18-02-2022,South,Ahmedabad,XpressBees,Standard,10,181744.23,Cancelled,4
964855,21-06-2021,West,Pune,Ecom Express,Same-Day,6,88304.45,Delayed,3
964856,16-07-2023,nan,Mumbai,XpressBees,Express,3,140670.44,Delivered,1
964857,11-04-2022,South,nan,XpressBees,Same-Day,8,143459.74,Delivered,
964858,25-12-2023,North,Ahmedabad,Delhivery,Express,7,173901.28,Delayed,2
964859,11-05-2022,North,Ahmedabad,Ecom Express,Standard,12,92718.14,Delivered,1
964860,08-01-2024,Central,Mumbai,Amazon Logistics,Standard,6,38539.71,Delivered,4
964861,19-06-2021,nan,Hyderabad,Ecom Express,Express,1,127735.11,Delivered,3
964862,15-06-2023,East,Kolkata,XpressBees,Standard,10,177421.25,Delivered,1
964863,26-02-2023,South,Mumbai,Delhivery,Standard,8,134399.02,Delivered,5
964864,02-11-2021,nan,Ahmedabad,Amazon Logistics,Express,13,141328.87,Delayed,4
964865,22-10-2023,Central,Ahmedabad,Amazon Logistics,Standard,6,64460.64,Cancelled,3
964866,05-04-2023,East,Bengaluru,XpressBees,Express,13,171993.99,nan,4
964867,17-12-2023,East,Kolkata,Amazon Logistics,Standard,3,188032.44,Cancelled,5
964868,17-12-2023,West,Kolkata,Delhivery,Express,4,141382.26,nan,3
964869,07-10-2021,South,Kolkata,BlueDart,Express,7,87043.6,Delivered,3
964870,01-12-2023,West,Delhi,BlueDart,Same-Day,11,27562.8,Cancelled,4
964871,28-08-2021,East,Kolkata,Ecom Express,Standard,2,150954.35,Delivered,
964872,12-02-2024,nan,Chennai,Delhivery,Express,2,188717.65,Cancelled,3
964873,26-02-2023,West,Delhi,Delhivery,Standard,1,63499.9,Cancelled,4
964874,13-06-2022,Central,Delhi,nan,Standard,14,45279.75,Delivered,2
964875,08-03-2023,South,Hyderabad,nan,Express,2,109151.09,Delivered,4
964876,08-08-2023,North,Delhi,Ecom Express,Standard,5,93590.88,Delayed,4
964877,18-06-2023,Central,Kolkata,Amazon Logistics,Standard,9,92048.09,Cancelled,4
964878,06-08-2021,nan,Ahmedabad,Ecom Express,Express,13,144344.59,Delayed,4
964879,07-03-2022,North,nan,Delhivery,Express,,48810.14,Cancelled,3
964880,09-05-2023,East,nan,BlueDart,Standard,13,28311.97,Cancelled,1
964881,15-12-2021,East,Hyderabad,XpressBees,Standard,3,65814.68,Delayed,4
964882,05-01-2023,nan,Chennai,Amazon Logistics,Same-Day,14,44000.05,nan,4
964883,05-08-2021,Central,Chennai,Amazon Logistics,Express,9,4472.85,Delivered,4
964884,08-09-2022,North,Chennai,BlueDart,Same-Day,3,97534.24,Delivered,
964885,23-05-2023,nan,Bengaluru,BlueDart,Express,12,171116.25,Delivered,4
964886,02-03-2022,South,Pune,XpressBees,Standard,14,12546.54,Delivered,5
964887,18-03-2022,North,Bengaluru,XpressBees,Standard,11,152091.84,Delayed,1
964888,01-03-2023,Central,Bengaluru,nan,Express,7,83579.21,Delivered,5
964889,07-02-2023,nan,Hyderabad,XpressBees,Standard,10,126241.29,Delivered,4
964890,14-08-2023,West,Delhi,Amazon Logistics,Same-Day,6,91669.56,Delivered,5
964891,14-05-2022,nan,Mumbai,Ecom Express,Standard,12,54586.19,Cancelled,4
964892,16-05-2023,nan,nan,Amazon Logistics,Express,7,187989.67,Cancelled,
964893,08-03-2022,East,Pune,Delhivery,Standard,13,33423.17,nan,5
964894,25-03-2022,Central,Chennai,Delhivery,Standard,11,43048.74,Delivered,2
964895,20-12-2023,West,Ahmedabad,Delhivery,Standard,7,155421.86,Delivered,3
964896,14-08-2023,South,Mumbai,Amazon Logistics,Express,12,41565.99,Delivered,
964897,14-07-2023,Central,nan,XpressBees,Express,3,23697.04,Delivered,5
964898,14-03-2023,nan,Mumbai,Ecom Express,Standard,1,49080.63,Delayed,
964899,05-01-2024,nan,Bengaluru,Amazon Logistics,Standard,4,116793.88,Delivered,3
964900,19-05-2022,North,Ahmedabad,BlueDart,Express,14,145500.58,Delayed,3
964901,26-02-2023,nan,nan,Ecom Express,Standard,7,62432.42,Delayed,4
964902,29-09-2022,West,Chennai,Ecom Express,Standard,10,81188.61,Delivered,5
964903,29-07-2023,West,Kolkata,Ecom Express,Standard,14,185812.31,Delayed,2
964904,29-08-2022,West,Delhi,XpressBees,Standard,5,194819,Delayed,
964905,13-04-2023,nan,Kolkata,Amazon Logistics,Standard,10,177509.28,Delayed,
964906,25-04-2022,West,Chennai,nan,Same-Day,,112394.38,Delayed,2
964907,10-02-2024,East,Hyderabad,Ecom Express,Express,13,106494.92,Delivered,2
964908,07-06-2022,North,Hyderabad,BlueDart,Express,1,155204.45,Delivered,3
964909,28-03-2022,South,Pune,BlueDart,Standard,9,108145.13,Cancelled,3
964910,29-07-2022,Central,Pune,Amazon Logistics,Express,13,56684.06,Delivered,5
964911,15-09-2022,West,Pune,Ecom Express,Standard,12,181348.28,Cancelled,1
964912,15-02-2023,West,Bengaluru,BlueDart,Express,6,41798.15,Delivered,2
964913,11-06-2022,Central,Delhi,XpressBees,Express,11,19987.03,Delivered,4
964914,18-09-2023,South,Pune,Amazon Logistics,Standard,6,132659.78,Delivered,4
964915,03-10-2023,Central,Pune,Ecom Express,Same-Day,12,87019.56,Delivered,4
964916,07-06-2023,South,Hyderabad,nan,Express,1,179870.89,Delivered,
964917,13-09-2022,Central,Hyderabad,Delhivery,Express,2,141318,Delayed,5
964918,03-01-2024,Central,Mumbai,Delhivery,Standard,10,140112.29,Delivered,4
964919,25-08-2022,West,Kolkata,Delhivery,Standard,,10284.72,nan,
964920,19-12-2023,West,Pune,nan,Standard,10,191043.05,nan,4
964921,19-08-2023,West,Bengaluru,Delhivery,Standard,3,2552.9,Delayed,5
964922,05-02-2024,nan,Kolkata,Ecom Express,Express,2,110090.52,Delivered,4
964923,19-09-2023,East,Chennai,Ecom Express,Express,2,25360.7,Delivered,2
964924,04-04-2022,West,Mumbai,nan,Express,2,189735.61,Delivered,3
964925,04-02-2022,West,Chennai,XpressBees,Standard,3,11989.6,Cancelled,4
964926,17-08-2021,nan,Bengaluru,XpressBees,Standard,13,139918.1,Delivered,5
964927,29-06-2022,nan,Delhi,Amazon Logistics,Standard,1,155870.94,Cancelled,5
964928,04-07-2021,East,Bengaluru,nan,Standard,3,32284.67,Cancelled,4
964929,30-10-2023,North,Bengaluru,BlueDart,Same-Day,1,83537,Delivered,5
964930,23-02-2022,West,Chennai,Ecom Express,Standard,,66959.99,Cancelled,4
964931,25-05-2022,North,nan,BlueDart,Express,4,136307.69,Delayed,1
964932,29-07-2022,North,Bengaluru,Amazon Logistics,Same-Day,,113366.72,Delivered,4
964933,26-11-2022,South,Hyderabad,Delhivery,Same-Day,2,35880.6,Delivered,4
964934,01-12-2022,North,Chennai,XpressBees,Standard,3,122057.46,Delayed,5
964935,22-08-2022,West,Hyderabad,Amazon Logistics,Standard,14,2058.84,Delivered,2
964936,29-06-2021,nan,Delhi,Ecom Express,Standard,,108248.63,Delayed,3
964937,17-09-2022,East,nan,Delhivery,Express,7,71011.92,Delivered,3
964938,30-06-2022,North,Pune,Amazon Logistics,Same-Day,6,60006.55,Delivered,2
964939,12-02-2022,North,Kolkata,XpressBees,Same-Day,,2428.1,Delayed,4
964940,17-08-2023,East,nan,Ecom Express,Express,8,36469.39,Delivered,5
964941,05-06-2022,East,Delhi,XpressBees,Express,1,4502.54,Delayed,
964942,17-06-2023,East,Pune,BlueDart,Same-Day,12,24500.4,Delivered,2
964943,24-12-2021,West,Mumbai,Ecom Express,Express,,143592.72,Delayed,4
964944,27-07-2022,South,Mumbai,Delhivery,Express,3,181817.35,Delivered,2
964945,26-09-2022,West,Hyderabad,XpressBees,Same-Day,11,148872.64,Delayed,3
964946,28-06-2022,South,Hyderabad,BlueDart,Express,3,27994.44,nan,4
964947,06-08-2023,East,Kolkata,XpressBees,Standard,6,184781.33,Delivered,3
964948,10-06-2022,East,Pune,Amazon Logistics,Standard,,194039.38,Delivered,4
964949,20-01-2022,East,Bengaluru,Ecom Express,Standard,13,176478.7,Delivered,2
964950,12-06-2023,North,Delhi,Ecom Express,Express,10,138450.98,Delivered,4
964951,17-12-2021,nan,Ahmedabad,Delhivery,Standard,4,96756.42,Delayed,3
964952,08-06-2021,West,Bengaluru,Ecom Express,Express,9,194391.77,Delivered,2
964953,01-08-2021,nan,Hyderabad,Amazon Logistics,Same-Day,,18613.43,nan,3
964954,19-11-2023,East,Pune,BlueDart,Same-Day,10,52041.36,Delivered,2
964955,20-05-2022,West,Hyderabad,Ecom Express,Standard,,42460.09,Delayed,4
964956,03-07-2021,Central,Kolkata,Ecom Express,Same-Day,8,198534.3,Delivered,3
964957,13-04-2022,West,nan,XpressBees,Standard,5,56599.39,Delivered,2
964958,14-02-2024,West,Pune,XpressBees,Standard,5,135160.55,Delivered,4
964959,18-08-2021,South,Hyderabad,BlueDart,Same-Day,12,46403.15,Delivered,2
964960,28-08-2021,nan,Pune,Amazon Logistics,Standard,14,76664.14,Cancelled,4
964961,10-10-2022,North,nan,Delhivery,Standard,4,193229.61,Delivered,5
964962,07-02-2022,North,Chennai,nan,Standard,7,131118.48,nan,1
964963,15-07-2022,nan,nan,Amazon Logistics,Same-Day,12,188710.02,Delivered,2
964964,03-12-2022,East,Kolkata,Ecom Express,Same-Day,,172531.71,Delivered,1
964965,11-08-2022,East,Ahmedabad,nan,Same-Day,2,88337.04,Delivered,4
964966,19-11-2021,nan,nan,Delhivery,Express,10,151366.91,Delivered,5
964967,23-09-2021,North,Mumbai,XpressBees,Standard,7,43265.81,Delayed,2
964968,21-06-2021,West,Hyderabad,XpressBees,Standard,8,101842.01,Delayed,3
964969,17-06-2022,nan,Chennai,BlueDart,Express,,72178.23,Delivered,3
964970,13-03-2022,Central,Bengaluru,Ecom Express,Standard,14,143206.55,Delayed,
964971,30-09-2021,North,Kolkata,Amazon Logistics,Express,1,142298.76,Delivered,3
964972,12-10-2022,North,nan,Amazon Logistics,Standard,,34192.93,Delivered,2
964973,02-10-2021,East,nan,nan,Standard,2,113308.89,Delivered,5
964974,25-08-2022,South,nan,nan,Standard,5,106576.81,Delivered,4
964975,09-02-2024,Central,Ahmedabad,Amazon Logistics,Standard,1,80743.81,Delivered,2
964976,19-09-2023,South,Hyderabad,Amazon Logistics,Standard,3,93360.79,Delivered,4
964977,11-09-2022,Central,Bengaluru,Delhivery,Express,2,173641.09,Delayed,
964978,25-11-2023,nan,Hyderabad,Delhivery,Standard,13,83122.01,Delivered,2
964979,20-12-2022,North,Pune,nan,Standard,4,113978.76,Cancelled,3
964980,26-08-2022,North,Chennai,Ecom Express,Standard,12,97472.71,Cancelled,5
964981,16-06-2022,Central,Chennai,Delhivery,Express,8,156647.32,Delivered,2
964982,10-09-2021,Central,Pune,Delhivery,Standard,6,171984.99,nan,4
964983,22-04-2022,North,Bengaluru,BlueDart,Express,10,66606.3,Delivered,3
964984,30-12-2023,South,Ahmedabad,BlueDart,Express,1,48158.18,Delayed,4
964985,15-01-2022,North,Chennai,nan,Express,2,94064.33,Delivered,
964986,02-10-2022,South,Chennai,XpressBees,Express,11,88528.05,nan,4
964987,24-08-2021,Central,Delhi,Amazon Logistics,Express,10,110696.92,Delivered,4
964988,21-01-2024,West,Ahmedabad,XpressBees,Standard,14,192821.17,nan,2
964989,14-01-2023,South,Bengaluru,BlueDart,Same-Day,1,102489.84,Delivered,1
964990,28-05-2022,North,Pune,XpressBees,Express,1,145254.35,Delayed,5
964991,21-04-2022,Central,nan,Delhivery,Same-Day,,156580.29,Delivered,2
964992,18-02-2023,South,Kolkata,XpressBees,Standard,11,139023.36,Delivered,3
964993,17-05-2023,West,Chennai,BlueDart,Same-Day,2,135647.66,Delivered,2
964994,21-10-2023,East,nan,XpressBees,Express,10,76432.56,Delivered,3
964995,20-02-2024,nan,Hyderabad,BlueDart,Same-Day,6,2470.72,Delivered,4
964996,06-11-2023,nan,Bengaluru,Amazon Logistics,Standard,5,52755.19,Delivered,1
964997,18-04-2022,nan,Ahmedabad,Amazon Logistics,Same-Day,9,147406.73,Delivered,4
964998,29-03-2022,North,Mumbai,Amazon Logistics,Standard,2,36989.12,Delayed,4
964999,16-04-2023,South,Delhi,Ecom Express,Same-Day,10,134384.16,nan,5
965000,10-02-2023,nan,Delhi,Amazon Logistics,Same-Day,,150373.4,Delivered,2
965001,22-01-2023,North,Mumbai,XpressBees,Express,8,180558.71,Delayed,1
965002,26-10-2022,Central,Pune,BlueDart,Express,2,171566.58,Delivered,2
965003,13-06-2021,West,Delhi,Amazon Logistics,Standard,14,65875.74,Delivered,3
965004,04-08-2021,nan,nan,Amazon Logistics,Standard,8,75685.82,Delivered,2
965005,07-12-2022,South,Bengaluru,BlueDart,Express,11,156432.36,Delivered,4
965006,13-06-2021,West,Bengaluru,Delhivery,Standard,3,60999.88,Cancelled,5
965007,27-12-2021,North,Mumbai,Amazon Logistics,Standard,6,130525.93,Delivered,3
965008,27-01-2024,Central,Delhi,BlueDart,Standard,2,117511.88,Delayed,4
965009,24-11-2021,nan,Bengaluru,Ecom Express,Standard,12,104230.49,Delivered,1
965010,15-10-2021,South,Mumbai,Amazon Logistics,Standard,9,65774.63,Delivered,2
965011,29-12-2021,Central,Mumbai,Ecom Express,Express,9,141471.34,nan,3
965012,26-09-2023,Central,nan,Ecom Express,Standard,13,133082.36,Delivered,2
965013,07-03-2022,East,Pune,Amazon Logistics,Standard,10,114724.01,Delivered,3
965014,19-06-2022,nan,Bengaluru,BlueDart,Standard,5,61636.33,Delivered,3
965015,03-07-2023,North,Chennai,nan,Express,,135553.02,nan,
965016,01-11-2023,Central,Delhi,XpressBees,Same-Day,13,107479.02,Delayed,5
965017,03-09-2021,Central,Bengaluru,Delhivery,Same-Day,1,55862.57,Delivered,3
965018,03-04-2022,South,Bengaluru,Delhivery,Same-Day,5,99709.61,Delivered,4
965019,23-11-2023,East,Delhi,XpressBees,Standard,10,126395.04,Delivered,3
965020,10-11-2021,South,Mumbai,Amazon Logistics,Standard,6,86601.36,Delayed,
965021,06-07-2021,West,nan,XpressBees,Express,13,186310.9,nan,4
965022,03-06-2022,East,Mumbai,BlueDart,Standard,5,26685.17,Delivered,4
965023,19-01-2022,South,Pune,BlueDart,Express,9,156127.54,Delivered,4
965024,18-11-2023,South,Pune,nan,Same-Day,6,82252.27,Delivered,3
965025,08-07-2022,East,Pune,Ecom Express,Standard,13,25218.32,Delivered,5
965026,22-03-2022,South,Hyderabad,Amazon Logistics,Standard,10,158839.92,Delivered,
965027,21-09-2021,nan,Bengaluru,Amazon Logistics,Standard,14,5616.53,Delivered,2
965028,21-02-2024,East,Kolkata,Ecom Express,Express,1,34787.96,Delayed,4
965029,11-06-2021,Central,Hyderabad,Amazon Logistics,Express,,141741.08,Delivered,1
965030,13-05-2022,East,Delhi,Ecom Express,Standard,3,77901.24,Delayed,4
965031,15-06-2022,South,Hyderabad,BlueDart,Standard,11,93636.75,Cancelled,4
965032,07-09-2023,West,Kolkata,Ecom Express,Standard,1,43868.84,Delayed,4
965033,19-10-2021,South,Delhi,Delhivery,Express,8,19082.13,Cancelled,1
965034,22-12-2023,North,Ahmedabad,BlueDart,Standard,6,175592.39,Delivered,3
965035,02-06-2022,Central,Pune,Amazon Logistics,Express,14,149986.54,Delivered,2
965036,23-04-2023,nan,Pune,BlueDart,Express,11,113204.7,Delivered,3
965037,29-08-2021,nan,Chennai,XpressBees,Standard,,143400.75,Delivered,3
965038,22-11-2021,West,Hyderabad,BlueDart,Express,9,73361.99,Delivered,4
965039,26-12-2021,Central,Hyderabad,BlueDart,Standard,2,159767.61,Delayed,1
965040,17-09-2023,East,Ahmedabad,XpressBees,Express,4,122803.92,Delivered,3
965041,05-11-2021,West,nan,Amazon Logistics,Standard,5,54866.19,Delivered,2
965042,14-09-2022,East,Pune,Ecom Express,Express,7,64453.4,Delivered,5
965043,26-10-2023,West,nan,XpressBees,Standard,7,52280.51,Delayed,3
965044,01-03-2022,East,Kolkata,Amazon Logistics,Express,2,54524.19,Delayed,3
965045,03-07-2022,North,Hyderabad,Ecom Express,Same-Day,2,98341.65,nan,3
965046,07-06-2023,Central,Pune,XpressBees,Standard,11,5667.69,Delivered,3
965047,07-08-2021,East,Delhi,Amazon Logistics,Standard,14,113622.5,Delayed,3
965048,17-05-2023,North,Hyderabad,Amazon Logistics,Express,7,106161.73,Delayed,3
965049,21-01-2024,North,Pune,Delhivery,Express,12,162141.33,Delivered,4
965050,19-09-2022,West,Delhi,BlueDart,Express,4,197125.98,Delivered,4
965051,30-10-2021,nan,Pune,Delhivery,Express,5,67881.53,Delivered,3
965052,04-02-2024,North,Mumbai,XpressBees,Express,12,179723.43,Delivered,3
965053,27-03-2022,West,Delhi,Delhivery,Standard,8,170853.64,Delayed,5
965054,04-06-2023,nan,Kolkata,Amazon Logistics,Standard,10,64815.17,Delayed,5
965055,31-07-2022,Central,Hyderabad,Amazon Logistics,Standard,12,177468.88,Delivered,2
965056,12-02-2024,West,Delhi,nan,Standard,8,111205.83,Delivered,
965057,28-01-2024,Central,Mumbai,Ecom Express,Same-Day,13,168559.4,Delivered,4
965058,04-02-2024,South,Ahmedabad,XpressBees,Same-Day,3,8520.84,Delivered,3
965059,31-10-2022,Central,Bengaluru,Ecom Express,Standard,3,124334.22,Cancelled,4
965060,16-11-2023,South,Pune,Delhivery,Standard,9,191361.12,Delivered,5
965061,11-11-2023,Central,Mumbai,XpressBees,Express,2,85723.11,Cancelled,5
965062,10-02-2022,North,Kolkata,Ecom Express,Express,11,154393.23,Delayed,5
965063,08-07-2022,East,Chennai,Ecom Express,Standard,11,190466.54,Delivered,2
965064,30-09-2023,West,Bengaluru,Amazon Logistics,Standard,9,22453.45,Delivered,4
965065,04-05-2022,West,Chennai,XpressBees,Same-Day,5,62800.61,Cancelled,4
965066,09-06-2022,East,nan,Ecom Express,Express,1,101191.62,Delivered,4
965067,13-05-2022,Central,Chennai,Amazon Logistics,Express,8,104222.18,Cancelled,3
965068,17-10-2021,Central,Pune,XpressBees,Standard,13,99338.67,Delivered,4
965069,27-11-2023,South,nan,BlueDart,Same-Day,3,65625.96,Delivered,5
965070,14-06-2022,East,Hyderabad,Delhivery,Express,13,160257.47,Delivered,3
965071,01-12-2023,South,Bengaluru,Ecom Express,Express,12,34443.58,Delayed,2
965072,15-01-2024,nan,nan,nan,Express,2,197996.54,Delivered,
965073,04-10-2021,East,Hyderabad,Ecom Express,Standard,7,93105.37,nan,5
965074,01-07-2021,South,Bengaluru,Delhivery,Express,,141148.46,Delivered,4
965075,17-01-2024,South,Ahmedabad,Ecom Express,Standard,9,108922.7,Delivered,
965076,18-02-2023,nan,Mumbai,BlueDart,Express,13,29130.37,nan,1
965077,26-02-2023,nan,Kolkata,nan,Standard,12,46294.36,Delayed,1
965078,18-06-2022,nan,nan,Delhivery,Standard,3,197542.41,Delayed,5
965079,10-07-2023,nan,nan,Amazon Logistics,Standard,3,187725.04,Delivered,4
965080,15-01-2023,West,Ahmedabad,Delhivery,Standard,5,91365.45,Cancelled,2
965081,31-12-2021,South,Ahmedabad,XpressBees,Express,,71780,Delivered,3
965082,09-03-2022,South,Pune,BlueDart,Standard,5,109265.19,Delivered,1
965083,14-02-2024,nan,Hyderabad,nan,Same-Day,5,102959.79,Delayed,1
965084,28-04-2022,East,Mumbai,Ecom Express,Standard,2,115039.88,Delivered,3
965085,04-08-2022,Central,Pune,Delhivery,Standard,9,189329.26,Delayed,1
965086,01-04-2022,West,Bengaluru,nan,Express,5,27414.47,Delayed,4
965087,24-06-2021,East,Chennai,Ecom Express,Express,9,193991.38,Delivered,4
965088,12-10-2023,East,Bengaluru,XpressBees,Same-Day,1,121812.05,Delayed,3
965089,26-03-2022,East,Mumbai,nan,Same-Day,4,26987.5,Delivered,3
965090,07-11-2023,East,nan,Amazon Logistics,Standard,12,63492.57,Delayed,5
965091,12-11-2023,East,Ahmedabad,BlueDart,Same-Day,13,43313.71,Delivered,3
965092,20-07-2021,South,nan,XpressBees,Express,2,4558.38,Delayed,3
965093,22-05-2022,West,Hyderabad,Delhivery,Standard,10,21768.78,Delivered,3
965094,26-06-2021,Central,Ahmedabad,XpressBees,Express,11,56708.68,Delivered,1
965095,05-12-2021,North,Ahmedabad,Ecom Express,Standard,4,131523.46,Delayed,4
965096,24-08-2023,West,Chennai,Amazon Logistics,Standard,5,43569.98,Delivered,2
965097,14-04-2022,nan,Kolkata,Ecom Express,Standard,,79812.41,Delayed,3
965098,08-02-2023,East,Pune,Amazon Logistics,Standard,4,189621.57,nan,1
965099,24-11-2023,North,nan,Ecom Express,Express,,109077.11,Delivered,4
965100,04-01-2022,West,Pune,Delhivery,Express,8,6357.86,Delayed,
965101,18-08-2021,South,Kolkata,Ecom Express,Standard,10,21193.12,Delivered,4
965102,24-11-2022,North,Delhi,BlueDart,Standard,1,74299.12,Delivered,4
965103,18-09-2021,South,Hyderabad,XpressBees,Standard,13,86192.42,Delivered,2
965104,04-10-2022,South,Bengaluru,Delhivery,Standard,,165055.49,Delivered,3
965105,25-03-2023,Central,Delhi,Ecom Express,Same-Day,2,163245.25,Delivered,4
965106,27-08-2021,West,Ahmedabad,XpressBees,Standard,14,155895.75,Delayed,
965107,23-10-2022,East,Kolkata,Amazon Logistics,Standard,7,160382.12,Delivered,3
965108,29-07-2022,East,Ahmedabad,Ecom Express,Express,4,141799.26,Delivered,3
965109,27-01-2022,East,Delhi,Delhivery,Standard,,157032.27,Delivered,3
965110,10-08-2022,South,Ahmedabad,Delhivery,Standard,7,114644.04,Delayed,
965111,28-10-2022,West,Ahmedabad,BlueDart,Standard,13,27815.74,Cancelled,5
965112,25-01-2024,Central,Delhi,Ecom Express,Express,8,122498.51,Delivered,4
965113,16-07-2022,North,Chennai,Delhivery,Standard,4,28919.55,Delivered,3
965114,06-02-2023,North,Pune,Amazon Logistics,Standard,1,16373.16,Delayed,3
965115,01-07-2021,South,Pune,XpressBees,Same-Day,2,49720.1,Delivered,1
965116,16-07-2021,South,Ahmedabad,BlueDart,Standard,11,189572.41,Delivered,
965117,09-07-2023,Central,Ahmedabad,Delhivery,Same-Day,10,12341.88,Delayed,3
965118,16-08-2021,West,Mumbai,nan,Express,10,18695.85,Delayed,3
965119,01-06-2022,North,Chennai,nan,Standard,9,170164.56,Delayed,2
965120,22-06-2023,nan,Mumbai,Amazon Logistics,Standard,14,52154.06,Delivered,5
965121,11-10-2021,South,Pune,Ecom Express,Standard,4,62786.75,Delivered,3
965122,01-01-2022,nan,nan,Ecom Express,Same-Day,9,191946.37,Delivered,3
965123,10-03-2023,North,Mumbai,nan,Same-Day,1,167483.19,Delayed,3
965124,04-11-2022,South,Bengaluru,Amazon Logistics,Standard,2,145454.7,Delivered,1
965125,01-06-2022,South,nan,nan,Standard,11,141312.29,Delayed,3
965126,31-03-2022,North,Mumbai,Delhivery,Standard,1,4997.66,Delivered,4
965127,04-07-2022,East,Kolkata,Delhivery,Standard,,107767.58,Delivered,3
965128,25-09-2023,North,Mumbai,BlueDart,Standard,8,120886.57,Delivered,3
965129,26-10-2023,South,Pune,XpressBees,Standard,11,92579.02,Delayed,4
965130,23-01-2024,nan,Kolkata,Delhivery,Standard,8,79012.33,Delivered,
965131,10-05-2023,nan,Bengaluru,Delhivery,Standard,4,192785.21,Delivered,2
965132,14-01-2024,North,Ahmedabad,XpressBees,Standard,2,163708.47,Cancelled,2
965133,06-12-2022,East,Chennai,Amazon Logistics,Standard,14,163370.35,Delivered,4
965134,21-02-2024,Central,Chennai,Amazon Logistics,Standard,9,46021.65,Delivered,4
965135,30-03-2023,North,Kolkata,Ecom Express,Express,14,152111.72,Delayed,3
965136,21-03-2022,West,Mumbai,Amazon Logistics,Express,12,63959.17,Delivered,4
965137,29-09-2021,West,Bengaluru,BlueDart,Standard,6,5900.9,Delayed,3
965138,30-10-2022,South,Kolkata,Amazon Logistics,Express,12,49995.8,Delivered,
965139,06-08-2022,East,Pune,nan,Same-Day,10,59097.27,Cancelled,4
965140,11-09-2021,South,Ahmedabad,Delhivery,Express,7,61370.71,Delivered,4
965141,05-11-2022,East,Ahmedabad,Amazon Logistics,Standard,14,138598.42,Delivered,3
965142,27-12-2022,Central,Chennai,Delhivery,Standard,8,195177.56,Delivered,1
965143,22-05-2023,Central,Pune,BlueDart,Express,,98120.95,Delayed,4
965144,13-03-2022,West,Chennai,Amazon Logistics,Express,2,38213.38,Delivered,5
965145,26-12-2022,South,Ahmedabad,Amazon Logistics,Express,9,16015.07,Delayed,2
965146,08-09-2021,East,Hyderabad,Amazon Logistics,Standard,2,135119.72,Cancelled,1
965147,05-05-2023,Central,Kolkata,BlueDart,Standard,,84029.46,Delivered,3
965148,01-05-2022,Central,Pune,XpressBees,Same-Day,12,178051.45,Cancelled,2
965149,10-02-2023,West,Bengaluru,BlueDart,Standard,5,18197.89,Delayed,4
965150,08-04-2022,nan,nan,Ecom Express,Standard,14,98192.1,Delivered,4
965151,10-07-2023,East,Mumbai,nan,Standard,9,14836.31,nan,3
965152,28-09-2022,West,Bengaluru,XpressBees,Standard,2,195252.79,Delayed,3
965153,20-01-2024,South,Bengaluru,nan,Express,12,73822.18,Delivered,4
